"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L158321","MonitorLoggingExtensionFactoryTest.java","community/monitor-logging/src/test/java/org/neo4j/ext/monitorlogging/MonitorLoggingExtensionFactoryTest.java","L158316","1","0","9","2","0","2","815","0"
"L158322","YetAnotherMonitor.java","community/monitor-logging/src/test/java/org/neo4j/ext/monitorlogging/YetAnotherMonitor.java","L158316","1","0","4","2","0","2","815","0"
"L158488","Edition.java","community/udc/src/main/java/org/neo4j/ext/udc/Edition.java","L158487","1","0","4","2","0","1","268","0"
"L158489","UdcConstants.java","community/udc/src/main/java/org/neo4j/ext/udc/UdcConstants.java","L158487","1","0","28","14","0","7","20","0"
"L158490","UdcSettings.java","community/udc/src/main/java/org/neo4j/ext/udc/UdcSettings.java","L158487","11","0","92","36","0","12","665","0"
"L158516","DefaultUdcInformationCollector.java","community/udc/src/main/java/org/neo4j/ext/udc/impl/DefaultUdcInformationCollector.java","L158515","32","0","379","33","0","15","665","0"
"L158517","Edition.java","community/udc/src/main/java/org/neo4j/ext/udc/impl/Edition.java","L158515","1","0","4","3","0","2","1634","0"
"L158518","Pinger.java","community/udc/src/main/java/org/neo4j/ext/udc/impl/Pinger.java","L158515","4","0","55","19","0","11","665","0"
"L158519","UdcInformationCollector.java","community/udc/src/main/java/org/neo4j/ext/udc/impl/UdcInformationCollector.java","L158515","1","0","8","7","0","3","2472","0"
"L158520","UdcKernelExtension.java","community/udc/src/main/java/org/neo4j/ext/udc/impl/UdcKernelExtension.java","L158515","3","0","53","20","0","11","2319","0"
"L158521","UdcKernelExtensionFactory.java","community/udc/src/main/java/org/neo4j/ext/udc/impl/UdcKernelExtensionFactory.java","L158515","4","0","69","11","0","7","2319","0"
"L158522","UdcTimerTask.java","community/udc/src/main/java/org/neo4j/ext/udc/impl/UdcTimerTask.java","L158515","2","0","45","29","0","12","815","0"
"L158720","OSGiActivator.java","community/udc/src/main/java/org/neo4j/ext/udc/impl/osgi/OSGiActivator.java","L158719","1","0","21","4","0","4","665","0"
"L158497","UdcSettingsIT.java","community/udc/src/test/java/org/neo4j/ext/udc/UdcSettingsIT.java","L158496","1","0","20","10","0","3","5350","0"
"L158498","UdcSettingsTest.java","community/udc/src/test/java/org/neo4j/ext/udc/UdcSettingsTest.java","L158496","4","0","462","10","0","5","815","0"
"L158524","DefaultUdcInformationCollectorTest.java","community/udc/src/test/java/org/neo4j/ext/udc/impl/DefaultUdcInformationCollectorTest.java","L158523","3","0","342","29","0","10","665","0"
"L158525","PingerHandler.java","community/udc/src/test/java/org/neo4j/ext/udc/impl/PingerHandler.java","L158523","4","0","40","6","0","3","5350","0"
"L158526","PingerTest.java","community/udc/src/test/java/org/neo4j/ext/udc/impl/PingerTest.java","L158523","7","0","162","24","0","10","5350","0"
"L158527","TestUdcKernelExtensionFactory.java","community/udc/src/test/java/org/neo4j/ext/udc/impl/TestUdcKernelExtensionFactory.java","L158523","1","0","9","1","0","1","1296","0"
"L159355","ServerControls.java","community/neo4j-harness/src/main/java/org/neo4j/harness/ServerControls.java","L159354","1","0","9","6","0","4","2319","0"
"L159356","TestServerBuilder.java","community/neo4j-harness/src/main/java/org/neo4j/harness/TestServerBuilder.java","L159354","1","0","13","6","0","4","2319","0"
"L159357","TestServerBuilders.java","community/neo4j-harness/src/main/java/org/neo4j/harness/TestServerBuilders.java","L159354","1","0","15","6","0","4","2319","0"
"L159368","Extensions.java","community/neo4j-harness/src/main/java/org/neo4j/harness/internal/Extensions.java","L159367","1","0","16","4","0","3","1296","0"
"L159369","Fixtures.java","community/neo4j-harness/src/main/java/org/neo4j/harness/internal/Fixtures.java","L159367","10","0","104","8","0","4","2319","0"
"L159370","InProcessServerBuilder.java","community/neo4j-harness/src/main/java/org/neo4j/harness/internal/InProcessServerBuilder.java","L159367","3","0","111","24","0","8","5350","0"
"L159371","InProcessServerControls.java","community/neo4j-harness/src/main/java/org/neo4j/harness/internal/InProcessServerControls.java","L159367","4","0","63","13","0","7","2319","0"
"L159372","MapConfigurator.java","community/neo4j-harness/src/main/java/org/neo4j/harness/internal/MapConfigurator.java","L159367","1","0","32","6","0","4","2319","0"
"L159373","Ports.java","community/neo4j-harness/src/main/java/org/neo4j/harness/internal/Ports.java","L159367","6","0","40","4","0","3","1296","0"
"L159528","Neo4jRule.java","community/neo4j-harness/src/main/java/org/neo4j/harness/junit/Neo4jRule.java","L159527","3","0","95","9","0","6","2319","0"
"L159363","FixturesTest.java","community/neo4j-harness/src/test/java/org/neo4j/harness/FixturesTest.java","L159362","2","0","126","11","0","7","62","0"
"L159364","InProcessBuilderTest.java","community/neo4j-harness/src/test/java/org/neo4j/harness/InProcessBuilderTest.java","L159362","7","0","149","18","0","5","1296","0"
"L159365","JUnitRuleTest.java","community/neo4j-harness/src/test/java/org/neo4j/harness/JUnitRuleTest.java","L159362","1","0","22","7","0","4","5350","0"
"L159613","ExtensionTestingDocTest.java","community/neo4j-harness/src/test/java/org/neo4j/harness/doc/ExtensionTestingDocTest.java","L159612","1","0","35","6","0","4","2319","0"
"L159614","JUnitDocTest.java","community/neo4j-harness/src/test/java/org/neo4j/harness/doc/JUnitDocTest.java","L159612","1","0","22","6","0","4","2319","0"
"L159634","MyUnmanagedExtension.java","community/neo4j-harness/src/test/java/org/neo4j/harness/extensionpackage/MyUnmanagedExtension.java","L159633","1","0","13","4","0","3","1296","0"
"L165277","App.java","community/shell/src/main/java/org/neo4j/shell/App.java","L165276","1","0","16","10","0","6","2319","0"
"L165278","AppCommandParser.java","community/shell/src/main/java/org/neo4j/shell/AppCommandParser.java","L165276","35","0","226","21","0","12","310","0"
"L165279","AppShellServer.java","community/shell/src/main/java/org/neo4j/shell/AppShellServer.java","L165276","1","0","6","3","0","3","1634","0"
"L165280","BigLabelStoreGenerator.java","community/shell/src/main/java/org/neo4j/shell/BigLabelStoreGenerator.java","L165276","9","0","94","4","0","2","5350","0"
"L165281","ColumnPrinter.java","community/shell/src/main/java/org/neo4j/shell/ColumnPrinter.java","L165276","11","0","112","5","0","3","533","0"
"L165282","Console.java","community/shell/src/main/java/org/neo4j/shell/Console.java","L165276","1","0","6","1","0","1","3997","0"
"L165283","Continuation.java","community/shell/src/main/java/org/neo4j/shell/Continuation.java","L165276","1","0","7","8","0","4","292","0"
"L165284","CtrlCHandler.java","community/shell/src/main/java/org/neo4j/shell/CtrlCHandler.java","L165276","1","0","6","5","0","5","5350","0"
"L165285","InterruptSignalHandler.java","community/shell/src/main/java/org/neo4j/shell/InterruptSignalHandler.java","L165276","5","0","56","5","0","5","5350","0"
"L165286","OptionDefinition.java","community/shell/src/main/java/org/neo4j/shell/OptionDefinition.java","L165276","1","0","19","1","0","1","3997","0"
"L165287","OptionValueType.java","community/shell/src/main/java/org/neo4j/shell/OptionValueType.java","L165276","1","0","17","1","0","1","3997","0"
"L165288","Output.java","community/shell/src/main/java/org/neo4j/shell/Output.java","L165276","1","0","10","1","0","1","3997","0"
"L165289","OutputAsWriter.java","community/shell/src/main/java/org/neo4j/shell/OutputAsWriter.java","L165276","2","0","34","3","0","3","2472","0"
"L165290","Response.java","community/shell/src/main/java/org/neo4j/shell/Response.java","L165276","1","0","20","6","0","2","5350","0"
"L165291","Session.java","community/shell/src/main/java/org/neo4j/shell/Session.java","L165276","1","0","107","12","0","6","505","0"
"L165292","ShellClient.java","community/shell/src/main/java/org/neo4j/shell/ShellClient.java","L165276","1","0","16","10","0","4","5350","0"
"L165293","ShellException.java","community/shell/src/main/java/org/neo4j/shell/ShellException.java","L165276","14","0","112","10","0","6","257","0"
"L165294","ShellLobby.java","community/shell/src/main/java/org/neo4j/shell/ShellLobby.java","L165276","2","0","89","18","0","7","505","0"
"L165295","ShellServer.java","community/shell/src/main/java/org/neo4j/shell/ShellServer.java","L165276","1","0","22","17","0","8","505","0"
"L165296","ShellSettings.java","community/shell/src/main/java/org/neo4j/shell/ShellSettings.java","L165276","1","0","28","20","0","7","3997","0"
"L165297","StartClient.java","community/shell/src/main/java/org/neo4j/shell/StartClient.java","L165276","44","0","414","40","1","17","815","0"
"L165298","TabCompletion.java","community/shell/src/main/java/org/neo4j/shell/TabCompletion.java","L165276","1","0","21","1","0","1","3997","0"
"L165299","TextUtil.java","community/shell/src/main/java/org/neo4j/shell/TextUtil.java","L165276","31","0","172","7","0","5","412","0"
"L165300","Variables.java","community/shell/src/main/java/org/neo4j/shell/Variables.java","L165276","2","0","24","1","0","1","268","0"
"L165301","Welcome.java","community/shell/src/main/java/org/neo4j/shell/Welcome.java","L165276","1","0","26","6","0","2","5350","0"
"L165473","Alias.java","community/shell/src/main/java/org/neo4j/shell/apps/Alias.java","L165472","5","0","50","8","0","4","268","0"
"L165474","Env.java","community/shell/src/main/java/org/neo4j/shell/apps/Env.java","L165472","3","0","27","7","0","3","5350","0"
"L165475","Export.java","community/shell/src/main/java/org/neo4j/shell/apps/Export.java","L165472","6","0","64","14","0","7","412","0"
"L165476","Help.java","community/shell/src/main/java/org/neo4j/shell/apps/Help.java","L165472","1","0","7","1","0","1","3997","0"
"L165477","Man.java","community/shell/src/main/java/org/neo4j/shell/apps/Man.java","L165472","17","0","159","11","0","3","5350","0"
"L165478","NoopApp.java","community/shell/src/main/java/org/neo4j/shell/apps/NoopApp.java","L165472","1","0","14","3","0","2","310","0"
"L165965","AbstractApp.java","community/shell/src/main/java/org/neo4j/shell/impl/AbstractApp.java","L165964","16","0","161","17","0","7","224","0"
"L165966","AbstractAppServer.java","community/shell/src/main/java/org/neo4j/shell/impl/AbstractAppServer.java","L165964","14","0","144","24","0","9","665","0"
"L165967","AbstractClient.java","community/shell/src/main/java/org/neo4j/shell/impl/AbstractClient.java","L165964","24","0","271","31","0","14","5350","0"
"L165968","BashVariableInterpreter.java","community/shell/src/main/java/org/neo4j/shell/impl/BashVariableInterpreter.java","L165964","3","0","95","6","0","5","412","0"
"L165969","ClassLister.java","community/shell/src/main/java/org/neo4j/shell/impl/ClassLister.java","L165964","23","0","181","1","0","1","3997","0"
"L165970","CollectingOutput.java","community/shell/src/main/java/org/neo4j/shell/impl/CollectingOutput.java","L165964","3","0","100","4","0","3","236","0"
"L165971","HostBoundSocketFactory.java","community/shell/src/main/java/org/neo4j/shell/impl/HostBoundSocketFactory.java","L165964","1","0","26","5","0","4","665","0"
"L165972","JLineConsole.java","community/shell/src/main/java/org/neo4j/shell/impl/JLineConsole.java","L165964","5","0","70","11","2","5","5350","0"
"L165973","RelationshipToNodeIterable.java","community/shell/src/main/java/org/neo4j/shell/impl/RelationshipToNodeIterable.java","L165964","1","0","22","1","0","1","3997","0"
"L165974","RemoteClient.java","community/shell/src/main/java/org/neo4j/shell/impl/RemoteClient.java","L165964","9","0","94","17","0","8","505","0"
"L165975","RemotelyAvailableServer.java","community/shell/src/main/java/org/neo4j/shell/impl/RemotelyAvailableServer.java","L165964","2","0","90","16","0","9","505","0"
"L165976","RemoteOutput.java","community/shell/src/main/java/org/neo4j/shell/impl/RemoteOutput.java","L165964","3","0","54","1","0","1","3997","0"
"L165977","RmiLocation.java","community/shell/src/main/java/org/neo4j/shell/impl/RmiLocation.java","L165964","12","0","167","6","0","5","665","0"
"L165978","SameJvmClient.java","community/shell/src/main/java/org/neo4j/shell/impl/SameJvmClient.java","L165964","2","0","54","22","0","9","505","0"
"L165979","ShellBootstrap.java","community/shell/src/main/java/org/neo4j/shell/impl/ShellBootstrap.java","L165964","5","0","96","17","0","8","665","0"
"L165980","ShellServerExtensionFactory.java","community/shell/src/main/java/org/neo4j/shell/impl/ShellServerExtensionFactory.java","L165964","1","0","31","1","0","1","1296","0"
"L165981","ShellServerKernelExtension.java","community/shell/src/main/java/org/neo4j/shell/impl/ShellServerKernelExtension.java","L165964","2","0","41","1","0","1","1296","0"
"L165982","ShellTabCompletor.java","community/shell/src/main/java/org/neo4j/shell/impl/ShellTabCompletor.java","L165964","7","0","57","9","0","5","2319","0"
"L165983","SimpleAppServer.java","community/shell/src/main/java/org/neo4j/shell/impl/SimpleAppServer.java","L165964","11","0","154","8","0","6","505","0"
"L165984","StandardConsole.java","community/shell/src/main/java/org/neo4j/shell/impl/StandardConsole.java","L165964","3","0","30","2","0","2","236","0"
"L165985","SystemOutput.java","community/shell/src/main/java/org/neo4j/shell/impl/SystemOutput.java","L165964","2","0","48","4","0","4","236","0"
"L166951","GraphDatabaseShellServer.java","community/shell/src/main/java/org/neo4j/shell/kernel/GraphDatabaseShellServer.java","L166950","13","0","213","39","0","16","412","0"
"L166952","ReadOnlyGraphDatabaseProxy.java","community/shell/src/main/java/org/neo4j/shell/kernel/ReadOnlyGraphDatabaseProxy.java","L166950","3","0","831","94","0","17","2472","0"
"L165544","Gsh.java","community/shell/src/main/java/org/neo4j/shell/apps/extra/Gsh.java","L165543","1","0","28","7","0","3","5350","0"
"L165545","GshExecutor.java","community/shell/src/main/java/org/neo4j/shell/apps/extra/GshExecutor.java","L165543","2","0","104","1","0","1","3997","0"
"L165546","Jsh.java","community/shell/src/main/java/org/neo4j/shell/apps/extra/Jsh.java","L165543","1","0","29","7","0","3","5350","0"
"L165547","JshExecutor.java","community/shell/src/main/java/org/neo4j/shell/apps/extra/JshExecutor.java","L165543","16","0","182","1","0","1","3997","0"
"L165548","PathShellApp.java","community/shell/src/main/java/org/neo4j/shell/apps/extra/PathShellApp.java","L165543","8","0","84","11","0","3","2472","0"
"L165549","ScriptExecutor.java","community/shell/src/main/java/org/neo4j/shell/apps/extra/ScriptExecutor.java","L165543","14","0","164","5","0","4","412","0"
"L166955","Begin.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Begin.java","L166954","6","0","71","21","0","6","5350","0"
"L166956","Cd.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Cd.java","L166954","45","0","289","18","0","10","310","0"
"L166957","Commit.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Commit.java","L166954","8","0","74","21","0","6","5350","0"
"L166958","Dbinfo.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Dbinfo.java","L166954","28","0","229","23","0","8","505","0"
"L166959","Gsh.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Gsh.java","L166954","1","0","28","8","0","3","2472","0"
"L166960","IndexProviderShellApp.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/IndexProviderShellApp.java","L166954","58","0","362","10","0","3","5350","0"
"L166961","Jsh.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Jsh.java","L166954","1","0","28","8","0","3","2472","0"
"L166962","Ls.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Ls.java","L166954","35","0","349","18","0","4","412","0"
"L166963","Mknode.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Mknode.java","L166954","3","0","44","13","0","2","2472","0"
"L166964","Mkrel.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Mkrel.java","L166954","10","0","100","13","0","3","2472","0"
"L166965","Mv.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Mv.java","L166954","5","0","60","8","0","3","2472","0"
"L166966","NodeOrRelationship.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/NodeOrRelationship.java","L166954","3","0","198","4","0","4","310","0"
"L166967","NonTransactionProvidingApp.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/NonTransactionProvidingApp.java","L166954","1","0","13","1","0","1","2472","0"
"L166968","Pwd.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Pwd.java","L166954","6","0","63","15","0","8","2472","0"
"L166969","Rm.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Rm.java","L166954","6","0","61","12","0","3","2472","0"
"L166970","Rmnode.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Rmnode.java","L166954","7","0","72","9","0","2","2472","0"
"L166971","Rmrel.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Rmrel.java","L166954","6","0","67","15","0","6","310","0"
"L166972","Rollback.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Rollback.java","L166954","4","0","48","14","0","5","5350","0"
"L166973","Schema.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Schema.java","L166954","34","0","307","17","0","10","412","0"
"L166974","Set.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Set.java","L166954","19","0","236","12","0","3","2472","0"
"L166975","TransactionProvidingApp.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/TransactionProvidingApp.java","L166954","88","0","670","12","0","8","292","0"
"L166976","Trav.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/Trav.java","L166954","22","0","185","25","0","11","815","0"
"L166977","TypedId.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/TypedId.java","L166954","3","0","60","1","0","1","3997","0"
"L169098","JSONArray.java","community/shell/src/main/java/org/neo4j/shell/util/json/JSONArray.java","L169097","67","0","396","5","0","5","268","0"
"L169099","JSONException.java","community/shell/src/main/java/org/neo4j/shell/util/json/JSONException.java","L169097","1","0","15","1","0","1","3997","0"
"L169100","JSONObject.java","community/shell/src/main/java/org/neo4j/shell/util/json/JSONObject.java","L169097","189","0","764","4","0","4","268","0"
"L169101","JSONParser.java","community/shell/src/main/java/org/neo4j/shell/util/json/JSONParser.java","L169097","6","0","33","1","0","1","268","0"
"L169102","JSONString.java","community/shell/src/main/java/org/neo4j/shell/util/json/JSONString.java","L169097","1","0","4","1","0","1","3997","0"
"L169103","JSONTokener.java","community/shell/src/main/java/org/neo4j/shell/util/json/JSONTokener.java","L169097","64","0","241","1","0","1","3997","0"
"L167111","Create.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Create.java","L167110","1","0","7","1","0","1","268","0"
"L167112","Cypher.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Cypher.java","L167110","1","0","15","1","0","1","268","0"
"L167113","Drop.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Drop.java","L167110","1","0","7","2","0","2","5350","0"
"L167114","Dump.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Dump.java","L167110","3","0","68","12","0","7","2472","0"
"L167115","Explain.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Explain.java","L167110","1","0","15","2","0","1","2472","0"
"L167116","Exporter.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Exporter.java","L167110","1","0","34","4","0","4","665","0"
"L167117","Load.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Load.java","L167110","1","0","7","4","0","2","5350","0"
"L167118","Match.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Match.java","L167110","1","0","7","2","0","2","5350","0"
"L167119","Merge.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Merge.java","L167110","1","0","7","2","0","2","1636","0"
"L167120","Optional.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Optional.java","L167110","1","0","7","1","0","1","2472","0"
"L167121","Planner.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Planner.java","L167110","1","0","7","2","1","2","2472","0"
"L167122","Profile.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Profile.java","L167110","1","0","19","6","0","4","143","0"
"L167123","Return.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Return.java","L167110","1","0","7","2","0","2","412","0"
"L167124","Start.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Start.java","L167110","7","0","126","23","0","11","292","0"
"L167125","Unwind.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Unwind.java","L167110","1","0","7","10","0","3","1296","0"
"L167126","Using.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/Using.java","L167110","2","0","42","13","0","6","1636","0"
"L167127","With.java","community/shell/src/main/java/org/neo4j/shell/kernel/apps/cypher/With.java","L167110","1","0","7","1","0","1","2472","0"
"L165307","AbstractShellTest.java","community/shell/src/test/java/org/neo4j/shell/AbstractShellTest.java","L165306","17","0","285","57","0","17","815","0"
"L165308","CtrlCTest.java","community/shell/src/test/java/org/neo4j/shell/CtrlCTest.java","L165306","3","0","76","5","0","5","5350","0"
"L165309","Documenter.java","community/shell/src/test/java/org/neo4j/shell/Documenter.java","L165306","8","0","135","45","0","13","505","0"
"L165310","DontShutdownClient.java","community/shell/src/test/java/org/neo4j/shell/DontShutdownClient.java","L165306","1","0","22","19","0","10","665","0"
"L165311","DontShutdownLocalServer.java","community/shell/src/test/java/org/neo4j/shell/DontShutdownLocalServer.java","L165306","1","0","14","7","0","6","665","0"
"L165312","OutputAsWriterTest.java","community/shell/src/test/java/org/neo4j/shell/OutputAsWriterTest.java","L165306","1","0","59","2","0","2","2472","0"
"L165313","ServerClientInteractionTest.java","community/shell/src/test/java/org/neo4j/shell/ServerClientInteractionTest.java","L165306","1","0","44","8","0","6","505","0"
"L165314","SessionTest.java","community/shell/src/test/java/org/neo4j/shell/SessionTest.java","L165306","1","0","57","3","0","2","5350","0"
"L165315","ShellDocTest.java","community/shell/src/test/java/org/neo4j/shell/ShellDocTest.java","L165306","5","0","254","40","0","21","815","0"
"L165316","SilentLocalOutput.java","community/shell/src/test/java/org/neo4j/shell/SilentLocalOutput.java","L165306","1","0","34","2","0","1","5350","0"
"L165317","StartClientTest.java","community/shell/src/test/java/org/neo4j/shell/StartClientTest.java","L165306","1","0","97","20","0","13","199","0"
"L165318","StartDbWithShell.java","community/shell/src/test/java/org/neo4j/shell/StartDbWithShell.java","L165306","2","0","21","11","0","6","533","0"
"L165319","TestApps.java","community/shell/src/test/java/org/neo4j/shell/TestApps.java","L165306","14","0","982","174","3","23","292","0"
"L165320","TestClientReconnect.java","community/shell/src/test/java/org/neo4j/shell/TestClientReconnect.java","L165306","1","0","34","5","0","3","310","0"
"L165321","TestConfiguration.java","community/shell/src/test/java/org/neo4j/shell/TestConfiguration.java","L165306","1","0","38","14","0","8","505","0"
"L165322","TestReadOnlyServer.java","community/shell/src/test/java/org/neo4j/shell/TestReadOnlyServer.java","L165306","1","0","54","7","0","4","2319","0"
"L165323","TestRmiPublication.java","community/shell/src/test/java/org/neo4j/shell/TestRmiPublication.java","L165306","4","0","103","26","0","12","665","0"
"L165324","TestTransactionApps.java","community/shell/src/test/java/org/neo4j/shell/TestTransactionApps.java","L165306","7","0","153","20","0","9","505","0"
"L165325","TransactionSoakIT.java","community/shell/src/test/java/org/neo4j/shell/TransactionSoakIT.java","L165306","14","0","215","11","0","8","505","0"
"L165987","BashVariableInterpreterTest.java","community/shell/src/test/java/org/neo4j/shell/impl/BashVariableInterpreterTest.java","L165986","1","0","52","4","0","3","412","0"
"L165988","ShellBootstrapTest.java","community/shell/src/test/java/org/neo4j/shell/impl/ShellBootstrapTest.java","L165986","1","0","27","8","0","4","665","0"
"L165989","TestShellServerExtension.java","community/shell/src/test/java/org/neo4j/shell/impl/TestShellServerExtension.java","L165986","2","0","24","8","0","6","533","0"
"L166980","CdTest.java","community/shell/src/test/java/org/neo4j/shell/kernel/apps/CdTest.java","L166979","4","0","79","1","0","1","5350","0"
"L189403","TxBench.java","enterprise/server-enterprise/src/test/java/TxBench.java","L2414","5","0","107","6","0","6","2472","0"
"L23885","EnsureEnterpriseNeo4jPropertiesExist.java","enterprise/server-enterprise/src/main/java/org/neo4j/server/enterprise/EnsureEnterpriseNeo4jPropertiesExist.java","L23884","13","0","100","12","0","5","2319","0"
"L23886","EnterpriseBootstrapper.java","enterprise/server-enterprise/src/main/java/org/neo4j/server/enterprise/EnterpriseBootstrapper.java","L23884","1","0","11","15","0","7","1636","0"
"L23887","EnterpriseNeoServer.java","enterprise/server-enterprise/src/main/java/org/neo4j/server/enterprise/EnterpriseNeoServer.java","L23884","6","0","119","44","0","9","2319","0"
"L23888","EnterpriseServerSettings.java","enterprise/server-enterprise/src/main/java/org/neo4j/server/enterprise/EnterpriseServerSettings.java","L23884","1","0","20","3","0","1","2319","0"
"L23889","StandaloneClusterClient.java","enterprise/server-enterprise/src/main/java/org/neo4j/server/enterprise/StandaloneClusterClient.java","L23884","14","0","150","47","2","18","2319","0"
"L2410","HaDiscoveryRepresentation.java","enterprise/server-enterprise/src/main/java/org/neo4j/server/webadmin/rest/HaDiscoveryRepresentation.java","L2409","1","0","25","9","0","6","310","0"
"L2411","MasterInfoServerModule.java","enterprise/server-enterprise/src/main/java/org/neo4j/server/webadmin/rest/MasterInfoServerModule.java","L2409","1","0","43","12","0","6","412","0"
"L2412","MasterInfoService.java","enterprise/server-enterprise/src/main/java/org/neo4j/server/webadmin/rest/MasterInfoService.java","L2409","12","0","128","26","0","10","2472","0"
"L23891","EnterpriseBootstrapperTest.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/EnterpriseBootstrapperTest.java","L23890","1","0","16","4","0","3","1636","0"
"L23892","Neo4jHAPropertiesMustExistRuleTest.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/Neo4jHAPropertiesMustExistRuleTest.java","L23890","3","0","121","29","0","14","2319","0"
"L23893","ServerClassNameTest.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/ServerClassNameTest.java","L23890","1","0","37","8","0","4","2319","0"
"L23894","ServerTestUtils.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/ServerTestUtils.java","L23890","6","0","77","8","0","7","310","0"
"L23895","StandaloneClusterClientIT.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/StandaloneClusterClientIT.java","L23890","8","0","264","28","1","14","412","0"
"L23896","StandaloneClusterClientTestProxy.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/StandaloneClusterClientTestProxy.java","L23890","1","0","10","3","0","3","412","0"
"L23897","StandaloneHaInfoFunctionalTest.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/StandaloneHaInfoFunctionalTest.java","L23890","2","0","70","14","0","7","2319","0"
"L23898","StartupTimeoutFunctionalTest.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/StartupTimeoutFunctionalTest.java","L23890","4","0","127","18","0","10","1296","0"
"L2420","EnterpriseVersionAndEditionServiceIT.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/webadmin/rest/EnterpriseVersionAndEditionServiceIT.java","L2419","1","0","75","12","0","6","2319","0"
"L2421","MasterInfoServiceTest.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/webadmin/rest/MasterInfoServiceTest.java","L2419","1","0","100","7","0","4","310","0"
"L24058","DumpPortListenerOnNettyBindFailure.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/functional/DumpPortListenerOnNettyBindFailure.java","L24057","9","0","94","3","0","1","1636","0"
"L24059","EnterpriseServerIT.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/functional/EnterpriseServerIT.java","L24057","1","0","78","22","0","8","2319","0"
"L24120","EnterpriseServerBuilder.java","enterprise/server-enterprise/src/test/java/org/neo4j/server/enterprise/helpers/EnterpriseServerBuilder.java","L24119","1","0","68","44","0","10","5350","0"
"L53353","EnterpriseServerHelper.java","enterprise/server-enterprise/src/test/java/org/neo4j/test/server/ha/EnterpriseServerHelper.java","L53352","15","0","120","4","0","3","1296","0"
"L189145","HaBeanIT.java","enterprise/ha/src/test/java/jmx/HaBeanIT.java","L189144","18","0","333","75","0","15","815","0"
"L189146","JmxDocTest.java","enterprise/ha/src/test/java/jmx/JmxDocTest.java","L189144","37","0","408","37","0","15","5350","0"
"L189372","TestInstanceJoin.java","enterprise/ha/src/test/java/slavetest/TestInstanceJoin.java","L189371","6","0","122","37","0","12","815","0"
