@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L160215","2","0","121","11","0","1","5350","false"
"L160216","1","0","37","6","0","1","5350","false"
"L160217","1","0","61","1","0","1","5350","false"
"L160218","1","0","23","8","0","1","5350","false"
"L160219","1","0","25","4","0","2","5350","false"
"L160220","1","0","43","10","0","1","5350","false"
"L160221","1","0","55","8","0","3","5350","false"
"L160222","1","0","61","3","0","1","5350","false"
"L160223","1","0","24","8","0","1","5350","false"
"L160224","1","0","24","4","0","2","5350","false"
"L160225","4","0","91","12","0","1","5350","false"
"L160226","3","0","102","9","0","3","5350","false"
"L160227","7","0","127","8","0","2","665","false"
"L160228","7","0","114","5","0","2","665","false"
"L160229","3","0","102","8","0","3","5350","false"
"L160230","7","0","126","9","0","3","665","false"
"L160231","7","0","126","7","0","3","665","false"
"L160232","7","0","114","6","0","2","665","false"
"L160233","1","0","26","2","0","1","5350","false"
"L160234","3","0","37","1","0","1","5350","false"
"L160235","1","0","113","10","0","3","5350","false"
"L160236","1","0","48","1","0","1","5350","false"
"L160237","1","0","15","2","0","1","5350","false"
"L160238","3","0","15","2","0","1","5350","false"
"L54185","1","0","29","2","0","2","2472","false"
"L54186","4","0","75","5","0","5","143","false"
"L54187","5","0","89","10","1","7","5350","false"
"L54200","1","0","320","17","2","7","2472","false"
"L54479","1","0","45","8","0","7","665","false"
"L54482","1","0","69","10","0","6","62","false"
"L54484","1","0","30","4","0","3","2472","false"
"L54622","1","0","36","14","0","6","2472","false"
"L54195","20","0","162","6","0","5","2472","false"
"L54196","1","0","46","4","0","2","665","false"
"L54197","1","0","13","2","0","2","665","false"
"L54198","31","0","249","12","2","4","1296","false"
"L54471","4","0","90","6","0","3","815","false"
"L54472","1","0","44","11","0","7","665","false"
"L54473","15","0","230","18","0","7","292","false"
"L54475","1","0","13","5","0","3","3997","false"
"L54476","1","0","8","3","0","2","3997","false"
"L54477","1","0","84","6","0","4","3997","false"
"L54619","1","0","20","8","0","6","665","false"
"L54620","3","0","54","16","0","8","665","false"
"L55062","3","0","34","3","0","2","1296","false"
"L55063","65","0","590","21","0","9","3997","false"
"L55064","18","0","139","13","0","9","62","false"
"L55065","14","0","98","10","0","3","3997","false"
"L55066","1","0","47","3","0","2","1296","false"
"L55067","10","0","83","12","0","6","3997","false"
"L55068","6","0","43","2","0","1","3997","false"
"L55069","2","0","33","7","0","4","3997","false"
"L55070","6","0","111","3","0","2","1296","false"
"L54633","1","0","45","9","0","6","665","false"
"L55073","1","0","262","1","0","1","3997","false"
"L55074","4","0","108","6","0","3","3997","false"
"L54641","1","0","44","1","0","1","3997","false"
"L54920","2","0","94","7","0","6","5350","false"
"L54921","5","0","374","20","1","13","62","false"
"L54922","5","0","75","16","0","9","3997","false"
"L54923","1","0","29","2","0","2","1296","false"
"L55692","6","0","95","17","0","8","1296","false"
"L55693","1","0","80","32","0","9","505","false"
"L55694","3","0","69","33","0","13","505","false"
"L55695","8","0","131","33","0","13","2319","false"
"L55696","9","0","171","40","0","10","1296","false"
"L55697","3","0","161","24","0","12","505","false"
"L55698","6","0","87","7","0","5","2319","false"
"L55699","8","0","144","15","0","7","2472","false"
"L55977","7","0","136","22","0","11","5350","false"
"L56066","5","0","58","5","0","4","1634","false"
"L56067","14","0","267","11","0","7","1126","false"
"L56068","7","0","89","8","0","6","5350","false"
"L56069","1","0","10","1","0","1","3997","false"
"L56070","1","0","48","9","0","6","1126","false"
"L55705","2","0","56","8","0","5","815","false"
"L55706","1","0","68","36","0","9","2472","false"
"L55707","1","0","10","5","0","2","1296","false"
"L55708","1","0","30","14","0","7","5350","false"
"L55709","1","0","32","8","0","6","505","false"
"L55710","1","0","11","6","0","2","1296","false"
"L55711","1","0","11","6","0","2","1296","false"
"L55712","16","0","324","36","0","14","199","false"
"L55713","1","0","11","2","0","2","2319","false"
"L55714","3","0","50","7","0","5","2319","false"
"L55715","1","0","37","6","0","4","3997","false"
"L55716","1","0","55","22","0","9","665","false"
"L55717","6","0","160","15","0","9","199","false"
"L55718","3","0","57","18","0","10","5350","false"
"L55719","2","0","133","19","0","8","2472","false"
"L55720","2","0","124","20","0","9","2472","false"
"L55721","1","0","34","18","0","10","665","false"
"L55722","1","0","22","4","0","3","505","false"
"L55723","1","0","50","29","0","11","505","false"
"L55724","3","0","72","11","0","6","3997","false"
"L55979","2","0","59","13","0","8","5350","false"
"L56072","14","0","321","17","0","8","2472","false"
"L57003","5","0","172","14","0","8","1296","false"
"L57004","2","0","38","2","0","2","2472","false"
"L57005","4","0","67","2","0","2","2472","false"
"L57093","4","0","70","5","0","3","3997","false"
"L57094","3","0","48","9","0","3","3997","false"
"L57095","5","0","59","9","0","3","3997","false"
"L57184","2","0","67","4","0","1","3997","false"
"L57185","5","0","79","5","0","2","3997","false"
"L57186","1","0","28","15","0","6","2472","false"
"L57012","2","0","71","5","0","3","815","false"
"L57013","1","0","76","2","0","1","3997","false"
"L57014","1","0","70","7","0","4","2319","false"
"L57015","1","0","71","2","0","1","3997","false"
"L57188","1","0","49","3","0","1","3997","false"
"L187518","3","0","86","9","0","6","533","false"
"L187519","6","0","59","4","0","2","54","false"
"L187520","1","0","7","4","0","2","54","false"
"L187521","7","0","90","6","0","4","310","false"
"L187522","13","0","141","20","0","9","533","false"
"L187523","19","0","197","7","0","5","2319","false"
"L187524","1","0","86","6","0","4","310","false"
"L57338","1","0","25","7","0","4","54","false"
"L57339","1","0","5","4","0","2","54","false"
"L57340","1","0","7","4","0","2","54","false"
"L57341","1","0","6","4","0","2","54","false"
"L57342","1","0","110","20","0","8","5350","false"
"L57343","1","0","5","4","0","2","54","false"
"L57344","1","0","1","4","0","2","54","false"
"L57345","1","0","10","7","0","5","2319","false"
"L57346","1","0","6","4","0","2","54","false"
"L57559","11","0","60","10","0","4","5350","false"
"L57611","7","0","76","4","0","2","54","false"
"L57612","6","0","60","4","0","2","54","false"
"L57613","1","0","7","4","0","2","54","false"
"L57614","7","0","54","4","0","2","54","false"
"L57615","1","0","8","4","0","2","54","false"
"L57616","52","0","303","4","0","2","54","false"
"L57617","27","0","182","4","0","2","54","false"
"L57618","4","0","45","4","0","2","54","false"
"L57619","4","0","45","4","0","2","54","false"
"L57620","1","0","1","4","0","2","54","false"
"L57621","5","0","50","9","0","7","505","false"
"L57622","5","0","78","9","0","7","505","false"
"L57623","7","0","74","4","0","2","54","false"
"L58096","1","0","39","7","0","5","2319","false"
"L58097","1","0","20","7","0","5","2319","false"
"L58098","15","0","250","19","2","8","1296","false"
"L58099","3","0","120","20","0","7","665","false"
"L58100","2","0","51","10","0","6","5350","false"
"L58101","51","0","512","33","0","9","5350","false"
"L58102","2","0","152","16","0","6","665","false"
"L58103","3","0","38","3","0","3","2319","false"
"L58104","1","0","53","3","0","3","2319","false"
"L59139","91","0","552","4","0","2","54","false"
"L59140","1","0","10","4","0","2","54","false"
"L59141","10","0","97","6","0","4","2472","false"
"L59142","11","0","92","5","0","3","236","false"
"L59143","17","0","138","4","0","2","54","false"
"L59144","1","0","1","4","0","2","54","false"
"L59145","1","0","24","4","0","2","54","false"
"L59146","27","0","223","5","0","3","5350","false"
"L59147","22","0","225","4","0","2","54","false"
"L59148","1","0","22","4","0","2","54","false"
"L59149","40","0","282","4","0","2","54","false"
"L59885","11","0","172","25","0","8","5350","false"
"L59886","1","0","8","4","0","2","54","false"
"L59887","3","0","9","4","0","2","54","false"
"L59888","2","0","25","9","0","6","1636","false"
"L59889","1","0","19","9","0","6","1636","false"
"L59890","26","0","245","8","0","5","54","false"
"L59891","3","0","52","4","0","2","54","false"
"L59892","1","0","8","4","0","2","54","false"
"L59893","1","0","8","4","0","2","54","false"
"L59894","1","0","17","7","0","4","1636","false"
"L59895","8","0","62","9","0","6","2319","false"
"L59896","26","0","199","4","0","2","54","false"
"L59897","18","0","274","15","0","6","5350","false"
"L59898","14","0","233","15","2","7","665","false"
"L59899","2","0","76","7","0","5","2319","false"
"L59900","5","0","35","7","0","3","665","false"
"L57352","1","0","59","4","0","2","54","false"
"L60877","1","0","141","4","0","2","54","false"
"L60878","1","0","85","4","0","2","54","false"
"L60879","1","0","73","7","0","5","505","false"
"L60880","1","0","30","9","0","5","54","false"
"L60881","1","0","19","4","0","2","54","false"
"L60882","3","0","130","6","0","4","1296","false"
"L60883","1","0","56","4","0","2","54","false"
"L60884","1","0","56","4","0","2","54","false"
"L60885","1","0","85","8","0","5","54","false"
"L60886","1","0","105","4","0","2","54","false"
"L61213","5","0","80","12","2","8","199","false"
"L61214","8","0","135","16","0","7","1636","false"
"L61215","12","0","187","10","2","5","5350","false"
"L61216","8","0","165","8","0","3","665","false"
"L61217","1","0","42","10","0","5","5350","false"
"L61218","1","0","39","5","0","3","5350","false"
"L61219","10","0","252","15","2","6","1636","false"
"L61220","11","0","174","18","0","6","1636","false"
"L61221","1","0","206","14","0","5","5350","false"
"L61592","2","0","131","3","0","1","3997","false"
"L61593","2","0","94","6","0","3","1636","false"
"L61594","20","0","329","6","0","3","1636","false"
"L61595","1","0","48","3","0","1","3997","false"
"L61596","1","0","88","6","0","3","1636","false"
"L61597","1","0","99","6","0","3","1636","false"
"L61598","1","0","22","3","0","1","3997","false"
"L61599","1","0","42","3","0","1","3997","false"
"L61600","1","0","96","3","0","1","3997","false"
"L57562","1","0","119","8","0","7","310","false"
"L58106","14","0","462","6","0","2","5350","false"
"L59902","4","0","278","9","0","7","5350","false"
"L59903","1","0","70","18","2","8","665","false"
"L187786","11","0","212","17","0","9","2472","false"
"L188079","15","0","248","20","0","12","199","false"
"L188080","58","0","707","30","0","13","199","false"
"L61848","3","0","50","9","0","5","1634","false"
"L61849","3","0","27","5","0","4","3997","false"
"L61850","11","0","100","5","0","4","3997","false"
"L61851","13","0","101","5","0","4","3997","false"
"L61852","1","0","2","6","0","4","3997","false"
"L61853","2","0","52","11","0","7","7","false"
"L61854","48","0","393","12","0","7","7","false"
"L61855","1","0","19","5","0","4","3997","false"
"L61856","8","0","69","5","0","4","3997","false"
"L61857","17","0","187","7","0","5","412","false"
"L61858","10","0","144","9","0","5","1634","false"
"L61859","8","0","120","5","0","4","3997","false"
"L61860","6","0","101","5","0","4","3997","false"
"L61861","3","0","30","5","0","4","3997","false"
"L61862","1","0","8","5","0","4","3997","false"
"L61977","1","0","22","5","0","4","3997","false"
"L61978","9","0","58","5","0","4","3997","false"
"L61979","4","0","29","5","0","4","3997","false"
"L61980","1","0","6","6","0","4","3997","false"
"L61981","1","0","7","5","0","4","3997","false"
"L61982","1","0","2","3","0","2","3997","false"
"L61983","5","0","33","5","0","4","3997","false"
"L62721","1","0","11","10","0","7","505","false"
"L62722","1","0","6","10","0","7","505","false"
"L62723","4","0","115","10","0","7","505","false"
"L62724","16","0","83","10","0","7","505","false"
"L62725","11","0","83","14","0","8","505","false"
"L62726","4","0","50","10","0","7","505","false"
"L64536","1","0","10","9","0","7","505","false"
"L64537","7","0","59","10","0","7","505","false"
"L62729","21","0","267","96","0","16","3997","false"
"L62875","3","0","134","8","0","6","505","false"
"L62876","1","0","37","19","0","10","505","false"
"L62877","29","0","265","10","0","8","236","false"
"L62878","6","0","56","24","0","12","3997","false"
"L62879","7","0","45","12","0","8","505","false"
"L62880","11","0","215","20","0","10","412","false"
"L62881","12","0","159","19","0","13","828","false"
"L62882","1","0","63","9","0","7","505","false"
"L62883","2","0","44","10","0","8","236","false"
"L62884","1","0","7","9","0","7","505","false"
"L62885","1","0","6","9","0","7","505","false"
"L62886","1","0","8","9","0","7","505","false"
"L62887","1","0","5","9","0","7","505","false"
"L62888","1","0","6","9","0","7","505","false"
"L62889","1","0","8","9","0","7","505","false"
"L62890","15","0","136","23","0","13","2472","false"
"L62891","6","0","53","15","0","9","665","false"
"L62892","1","0","23","11","0","8","412","false"
"L62893","11","0","440","23","0","10","412","false"
"L62894","1","0","6","9","0","7","505","false"
"L63037","8","0","134","9","0","6","505","false"
"L63038","3","0","30","8","0","6","505","false"
"L63039","1","0","19","12","0","6","505","false"
"L63040","1","0","7","8","0","6","505","false"
"L63041","6","0","51","8","0","6","505","false"
"L63042","1","0","25","9","0","6","505","false"
"L63043","1","0","23","9","0","6","505","false"
"L62901","1","0","41","19","0","11","2472","false"
"L62902","2","0","77","12","0","7","665","false"
"L62903","1","0","64","23","0","11","1296","false"
"L64587","39","0","556","98","2","15","5350","false"
"L64593","7","0","166","12","1","4","59","false"
"L64594","1","0","103","12","0","2","5350","false"
"L64595","3","0","24","2","0","1","5350","false"
"L64596","9","0","608","26","1","7","5350","false"
"L64597","41","0","872","61","0","12","5350","false"
"L64598","3","0","77","17","0","4","5350","false"
"L64599","18","0","175","11","0","2","5350","false"
"L64600","13","0","104","8","0","2","5350","false"
"L76552","1","0","13","3","0","3","3997","false"
"L76553","5","0","57","23","0","11","1296","false"
"L76554","1","0","26","8","0","5","2319","false"
"L76555","1","0","11","3","0","3","3997","false"
"L76556","1","0","1","3","0","3","3997","false"
"L76557","1","0","15","3","0","3","3997","false"
"L76558","1","0","22","1","0","1","533","false"
"L76573","18","0","150","29","0","12","1296","false"
"L76574","1","0","25","5","0","5","665","false"
"L76575","17","0","139","13","0","7","665","false"
"L76576","2","0","107","28","0","11","5350","false"
"L76577","6","0","65","16","0","10","815","false"
"L76578","3","0","42","9","0","6","505","false"
"L76579","7","0","96","6","0","5","5350","false"
"L76580","17","0","129","8","0","6","5350","false"
"L76581","1","0","48","18","0","9","505","false"
"L76582","13","0","144","11","0","7","665","false"
"L76564","4","0","65","13","0","8","1296","false"
"L76584","1","0","9","6","0","5","1296","false"
"L188240","5","0","177","18","0","5","5350","false"
"L188293","2","0","91","12","1","6","199","false"
"L188320","2","0","104","12","0","5","5350","false"
"L188321","1","0","52","33","0","13","5350","false"
"L188322","5","0","264","37","0","10","5350","false"
"L188457","6","0","165","28","0","11","5350","false"
"L188458","3","0","113","8","0","5","5350","false"
"L188589","7","0","151","17","0","4","5350","false"
"L188590","2","0","45","9","0","6","199","false"
"L188591","1","0","37","4","0","2","5350","false"
"L188592","3","0","107","16","0","6","1296","false"
"L188593","2","0","105","28","0","10","1296","false"
"L188594","8","0","321","41","0","10","1296","false"
"L188595","8","0","206","22","0","6","412","false"
"L189011","9","0","151","16","0","8","310","false"
"L189012","1","0","145","25","0","10","5350","false"
"L154567","3","0","190","17","0","12","533","false"
"L154924","14","0","237","20","0","7","224","false"
"L154925","4","0","38","3","0","1","505","false"
"L158307","4","0","46","6","0","4","665","false"
"L158308","1","0","34","4","0","4","665","false"
"L158309","6","0","65","4","0","4","665","false"
"L158310","3","0","46","6","0","5","665","false"
"L158317","1","0","5","2","0","2","815","false"
"L158318","1","0","4","2","0","2","815","false"
"L158319","1","0","91","4","0","4","665","false"
"L158320","1","0","20","4","0","4","665","false"
"L158321","1","0","9","2","0","2","815","false"
"L158322","1","0","4","2","0","2","815","false"
"L158488","1","0","4","2","0","1","268","false"
"L158489","1","0","28","14","0","7","20","false"
"L158490","11","0","92","36","0","12","665","false"
"L158516","32","0","379","33","0","15","665","false"
"L158517","1","0","4","3","0","2","1634","false"
"L158518","4","0","55","19","0","11","665","false"
"L158519","1","0","8","7","0","3","2472","false"
"L158520","3","0","53","20","0","11","2319","false"
"L158521","4","0","69","11","0","7","2319","false"
"L158522","2","0","45","29","0","12","815","false"
"L158720","1","0","21","4","0","4","665","false"
"L158497","1","0","20","10","0","3","5350","false"
"L158498","4","0","462","10","0","5","815","false"
"L158524","3","0","342","29","0","10","665","false"
"L158525","4","0","40","6","0","3","5350","false"
"L158526","7","0","162","24","0","10","5350","false"
"L158527","1","0","9","1","0","1","1296","false"
"L159355","1","0","9","6","0","4","2319","false"
"L159356","1","0","13","6","0","4","2319","false"
"L159357","1","0","15","6","0","4","2319","false"
"L159368","1","0","16","4","0","3","1296","false"
"L159369","10","0","104","8","0","4","2319","false"
"L159370","3","0","111","24","0","8","5350","false"
"L159371","4","0","63","13","0","7","2319","false"
"L159372","1","0","32","6","0","4","2319","false"
"L159373","6","0","40","4","0","3","1296","false"
"L159528","3","0","95","9","0","6","2319","false"
"L159363","2","0","126","11","0","7","62","false"
"L159364","7","0","149","18","0","5","1296","false"
"L159365","1","0","22","7","0","4","5350","false"
"L159613","1","0","35","6","0","4","2319","false"
"L159614","1","0","22","6","0","4","2319","false"
"L159634","1","0","13","4","0","3","1296","false"
"L165277","1","0","16","10","0","6","2319","false"
"L165278","35","0","226","21","0","12","310","false"
"L165279","1","0","6","3","0","3","1634","false"
"L165280","9","0","94","4","0","2","5350","false"
"L165281","11","0","112","5","0","3","533","false"
"L165282","1","0","6","1","0","1","3997","false"
"L165283","1","0","7","8","0","4","292","false"
"L165284","1","0","6","5","0","5","5350","false"
"L165285","5","0","56","5","0","5","5350","false"
"L165286","1","0","19","1","0","1","3997","false"
"L165287","1","0","17","1","0","1","3997","false"
"L165288","1","0","10","1","0","1","3997","false"
"L165289","2","0","34","3","0","3","2472","false"
"L165290","1","0","20","6","0","2","5350","false"
"L165291","1","0","107","12","0","6","505","false"
"L165292","1","0","16","10","0","4","5350","false"
"L165293","14","0","112","10","0","6","257","false"
"L165294","2","0","89","18","0","7","505","false"
"L165295","1","0","22","17","0","8","505","false"
"L165296","1","0","28","20","0","7","3997","false"
"L165297","44","0","414","40","1","17","815","false"
"L165298","1","0","21","1","0","1","3997","false"
"L165299","31","0","172","7","0","5","412","false"
"L165300","2","0","24","1","0","1","268","false"
"L165301","1","0","26","6","0","2","5350","false"
"L165473","5","0","50","8","0","4","268","false"
"L165474","3","0","27","7","0","3","5350","false"
"L165475","6","0","64","14","0","7","412","false"
"L165476","1","0","7","1","0","1","3997","false"
"L165477","17","0","159","11","0","3","5350","false"
"L165478","1","0","14","3","0","2","310","false"
"L165965","16","0","161","17","0","7","224","false"
"L165966","14","0","144","24","0","9","665","false"
"L165967","24","0","271","31","0","14","5350","false"
"L165968","3","0","95","6","0","5","412","false"
"L165969","23","0","181","1","0","1","3997","false"
"L165970","3","0","100","4","0","3","236","false"
"L165971","1","0","26","5","0","4","665","false"
"L165972","5","0","70","11","2","5","5350","false"
"L165973","1","0","22","1","0","1","3997","false"
"L165974","9","0","94","17","0","8","505","false"
"L165975","2","0","90","16","0","9","505","false"
"L165976","3","0","54","1","0","1","3997","false"
"L165977","12","0","167","6","0","5","665","false"
"L165978","2","0","54","22","0","9","505","false"
"L165979","5","0","96","17","0","8","665","false"
"L165980","1","0","31","1","0","1","1296","false"
"L165981","2","0","41","1","0","1","1296","false"
"L165982","7","0","57","9","0","5","2319","false"
"L165983","11","0","154","8","0","6","505","false"
"L165984","3","0","30","2","0","2","236","false"
"L165985","2","0","48","4","0","4","236","false"
"L166951","13","0","213","39","0","16","412","false"
"L166952","3","0","831","94","0","17","2472","false"
"L165544","1","0","28","7","0","3","5350","false"
"L165545","2","0","104","1","0","1","3997","false"
"L165546","1","0","29","7","0","3","5350","false"
"L165547","16","0","182","1","0","1","3997","false"
"L165548","8","0","84","11","0","3","2472","false"
"L165549","14","0","164","5","0","4","412","false"
"L166955","6","0","71","21","0","6","5350","false"
"L166956","45","0","289","18","0","10","310","false"
"L166957","8","0","74","21","0","6","5350","false"
"L166958","28","0","229","23","0","8","505","false"
"L166959","1","0","28","8","0","3","2472","false"
"L166960","58","0","362","10","0","3","5350","false"
"L166961","1","0","28","8","0","3","2472","false"
"L166962","35","0","349","18","0","4","412","false"
"L166963","3","0","44","13","0","2","2472","false"
"L166964","10","0","100","13","0","3","2472","false"
"L166965","5","0","60","8","0","3","2472","false"
"L166966","3","0","198","4","0","4","310","false"
"L166967","1","0","13","1","0","1","2472","false"
"L166968","6","0","63","15","0","8","2472","false"
"L166969","6","0","61","12","0","3","2472","false"
"L166970","7","0","72","9","0","2","2472","false"
"L166971","6","0","67","15","0","6","310","false"
"L166972","4","0","48","14","0","5","5350","false"
"L166973","34","0","307","17","0","10","412","false"
"L166974","19","0","236","12","0","3","2472","false"
"L166975","88","0","670","12","0","8","292","false"
"L166976","22","0","185","25","0","11","815","false"
"L166977","3","0","60","1","0","1","3997","false"
"L169098","67","0","396","5","0","5","268","false"
"L169099","1","0","15","1","0","1","3997","false"
"L169100","189","0","764","4","0","4","268","false"
"L169101","6","0","33","1","0","1","268","false"
"L169102","1","0","4","1","0","1","3997","false"
"L169103","64","0","241","1","0","1","3997","false"
"L167111","1","0","7","1","0","1","268","false"
"L167112","1","0","15","1","0","1","268","false"
"L167113","1","0","7","2","0","2","5350","false"
"L167114","3","0","68","12","0","7","2472","false"
"L167115","1","0","15","2","0","1","2472","false"
"L167116","1","0","34","4","0","4","665","false"
"L167117","1","0","7","4","0","2","5350","false"
"L167118","1","0","7","2","0","2","5350","false"
"L167119","1","0","7","2","0","2","1636","false"
"L167120","1","0","7","1","0","1","2472","false"
"L167121","1","0","7","2","1","2","2472","false"
"L167122","1","0","19","6","0","4","143","false"
"L167123","1","0","7","2","0","2","412","false"
"L167124","7","0","126","23","0","11","292","false"
"L167125","1","0","7","10","0","3","1296","false"
"L167126","2","0","42","13","0","6","1636","false"
"L167127","1","0","7","1","0","1","2472","false"
"L165307","17","0","285","57","0","17","815","false"
"L165308","3","0","76","5","0","5","5350","false"
"L165309","8","0","135","45","0","13","505","false"
"L165310","1","0","22","19","0","10","665","false"
"L165311","1","0","14","7","0","6","665","false"
"L165312","1","0","59","2","0","2","2472","false"
"L165313","1","0","44","8","0","6","505","false"
"L165314","1","0","57","3","0","2","5350","false"
"L165315","5","0","254","40","0","21","815","false"
"L165316","1","0","34","2","0","1","5350","false"
"L165317","1","0","97","20","0","13","199","false"
"L165318","2","0","21","11","0","6","533","false"
"L165319","14","0","982","174","3","23","292","false"
"L165320","1","0","34","5","0","3","310","false"
"L165321","1","0","38","14","0","8","505","false"
"L165322","1","0","54","7","0","4","2319","false"
"L165323","4","0","103","26","0","12","665","false"
"L165324","7","0","153","20","0","9","505","false"
"L165325","14","0","215","11","0","8","505","false"
"L165987","1","0","52","4","0","3","412","false"
"L165988","1","0","27","8","0","4","665","false"
"L165989","2","0","24","8","0","6","533","false"
"L166980","4","0","79","1","0","1","5350","false"
"L189403","5","0","107","6","0","6","2472","false"
"L23885","13","0","100","12","0","5","2319","false"
"L23886","1","0","11","15","0","7","1636","false"
"L23887","6","0","119","44","0","9","2319","false"
"L23888","1","0","20","3","0","1","2319","false"
"L23889","14","0","150","47","2","18","2319","false"
"L2410","1","0","25","9","0","6","310","false"
"L2411","1","0","43","12","0","6","412","false"
"L2412","12","0","128","26","0","10","2472","false"
"L23891","1","0","16","4","0","3","1636","false"
"L23892","3","0","121","29","0","14","2319","false"
"L23893","1","0","37","8","0","4","2319","false"
"L23894","6","0","77","8","0","7","310","false"
"L23895","8","0","264","28","1","14","412","false"
"L23896","1","0","10","3","0","3","412","false"
"L23897","2","0","70","14","0","7","2319","false"
"L23898","4","0","127","18","0","10","1296","false"
"L2420","1","0","75","12","0","6","2319","false"
"L2421","1","0","100","7","0","4","310","false"
"L24058","9","0","94","3","0","1","1636","false"
"L24059","1","0","78","22","0","8","2319","false"
"L24120","1","0","68","44","0","10","5350","false"
"L53353","15","0","120","4","0","3","1296","false"
"L189145","18","0","333","75","0","15","815","false"
"L189146","37","0","408","37","0","15","5350","false"
"L189372","6","0","122","37","0","12","815","false"
"L47880","2","0","42","1","0","1","1636","false"
"L82372","4","0","97","9","0","6","815","false"
"L82373","1","0","37","10","0","6","199","false"
"L82374","1","0","88","33","0","14","412","false"
"L184305","4","0","140","48","1","14","815","false"
"L184306","1","0","12","3","0","3","505","false"
"L184307","4","0","70","17","0","9","815","false"
"L184308","2","0","36","10","0","6","505","false"
"L184309","1","0","20","7","0","5","828","false"
"L184310","1","0","100","4","0","4","2319","false"
"L184311","2","0","22","5","0","5","815","false"
"L184312","7","0","125","19","0","11","815","false"
"L184313","8","0","102","6","0","3","5350","false"
"L184314","3","0","80","27","0","12","815","false"
"L184315","6","0","101","19","0","12","815","false"
"L184316","4","0","216","31","0","14","815","false"
"L184317","2","0","28","5","1","3","199","false"
"L184318","1","0","27","7","0","5","1296","false"
"L184319","7","0","276","11","0","5","5350","false"
"L184320","6","0","127","27","0","14","815","false"
"L184321","3","0","120","20","0","10","815","false"
"L184322","1","0","52","15","0","6","1296","false"
"L184323","1","0","56","11","1","6","5350","false"
"L184324","15","0","245","95","1","18","5350","false"
"L184325","10","0","184","71","1","16","815","false"
"L184326","4","0","116","72","0","13","199","false"
"L184327","13","0","405","59","0","16","505","false"
"L184328","1","0","152","12","0","10","505","false"
"L53382","60","0","936","165","1","21","505","false"
"L53383","3","0","132","4","0","2","815","false"
"L53384","5","0","105","26","0","12","505","false"
"L53385","7","0","284","62","0","15","5350","false"
"L53386","5","0","174","2","0","2","5350","false"
"L53387","7","0","79","3","0","1","505","false"
"L72121","1","0","10","2","0","2","199","false"
"L82464","19","0","457","75","0","17","665","false"
"L82465","5","0","170","26","0","11","815","false"
"L147653","2","0","64","10","0","5","199","false"
"L147654","8","0","134","23","0","7","815","false"
"L147655","12","0","246","58","0","10","505","false"
"L147656","10","0","99","19","0","9","815","false"
"L147657","5","0","77","12","0","8","815","false"
"L147658","2","0","62","4","0","3","5350","false"
"L147659","2","0","65","24","0","13","815","false"
"L147660","1","0","41","22","0","9","412","false"
"L147661","5","0","187","4","0","2","412","false"
"L147662","3","0","53","19","0","8","412","false"
"L147663","9","0","169","37","0","16","815","false"
"L147664","2","0","58","13","0","5","665","false"
"L147665","1","0","27","17","0","8","2319","false"
"L147666","1","0","35","7","1","5","5350","false"
"L147667","2","0","33","6","0","4","199","false"
"L147668","3","0","128","39","1","12","5350","false"
"L147669","10","0","302","44","0","11","412","false"
"L147670","9","0","223","40","0","10","505","false"
"L147671","16","0","293","16","0","10","815","false"
"L147672","6","0","359","25","0","9","412","false"
"L147673","3","0","76","6","0","5","815","false"
"L154405","1","0","57","32","0","9","1296","false"
"L154406","7","0","188","27","0","13","815","false"
"L184408","1","0","5","2","0","1","2319","false"
"L184409","19","0","311","32","1","8","412","false"
"L184410","19","0","164","8","0","4","412","false"
"L184411","4","0","52","2","0","1","2319","false"
"L184412","4","0","39","4","0","3","1296","false"
"L184413","12","0","92","4","0","2","412","false"
"L184414","3","0","86","4","0","3","1296","false"
"L184415","5","0","99","12","1","6","412","false"
"L184416","13","0","152","2","0","1","2319","false"
"L184417","1","0","70","8","1","5","412","false"
"L184418","1","0","22","2","0","1","2319","false"
"L184922","1","0","29","15","0","7","199","false"
"L185370","1","0","16","5","0","2","5350","false"
"L185371","30","0","296","19","1","6","815","false"
"L185372","2","0","217","37","0","10","2319","false"
"L185373","48","0","431","54","0","10","199","false"
"L185374","11","0","128","6","0","5","815","false"
"L104836","1","0","23","6","0","3","5350","false"
"L104837","2","0","69","6","0","3","5350","false"
"L104838","1","0","57","13","0","8","5350","false"
"L104839","2","0","47","13","0","9","5350","false"
"L104840","1","0","178","8","0","5","5350","false"
"L104841","4","0","151","10","0","8","5350","false"
"L104842","14","0","426","31","0","11","5350","false"
"L147926","7","0","119","10","0","6","815","false"
"L147927","1","0","374","40","0","10","533","false"
"L147928","11","0","216","15","0","4","199","false"
"L147929","3","0","398","77","0","11","1296","false"
"L147930","3","0","142","14","0","7","2319","false"
"L151510","6","0","127","17","0","9","815","false"
"L151753","1","0","138","16","0","7","199","false"
"L87140","5","0","145","11","0","8","199","false"
