"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L162042","PrimitiveCollectionEqualityTest$2","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$2","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","115","5","135","6","0.976744","1","1","1","0.904762","0.9","19","18","1","0","0","1","4","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","10","9","1","0","0","0","1","0","1","0","3","2","0","3","0","21","21","1","0","0","0","3","0","3","0","5","4","0","5","0","0","0","40","0","1","0","0","0","0","27","0","1","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162065","PrimitiveCollectionEqualityTest$3","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$3","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","140","5","161","6","0.98","2","2","2","0.909091","0.904762","20","19","1","0","0","1","4","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","11","10","1","0","0","0","1","0","1","0","3","3","0","3","0","22","22","1","0","0","0","3","0","3","0","5","5","0","5","0","0","0","40","0","1","0","0","0","0","27","0","1","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162088","PrimitiveCollectionEqualityTest$4","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$4","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","166","5","187","6","0.98","2","2","2","0.909091","0.904762","20","19","1","0","0","1","4","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","11","10","1","0","0","0","1","0","1","0","3","3","0","3","0","22","22","1","0","0","0","3","0","3","0","5","5","0","5","0","0","0","40","0","1","0","0","0","0","27","0","1","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162109","PrimitiveCollectionEqualityTest$5","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$5","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","192","5","213","6","0.98","2","2","2","0.909091","0.904762","20","19","1","0","0","1","4","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","11","10","1","0","0","0","1","0","1","0","3","3","0","3","0","22","22","1","0","0","0","3","0","3","0","5","5","0","5","0","0","0","40","0","1","0","0","0","0","27","0","1","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162132","PrimitiveCollectionEqualityTest$6","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$6","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","218","5","239","6","0.98","2","2","2","0.909091","0.904762","20","19","1","0","0","1","4","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","11","10","1","0","0","0","1","0","1","0","3","3","0","3","0","22","22","1","0","0","0","3","0","3","0","5","5","0","5","0","0","0","40","0","1","0","0","0","0","27","0","1","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162155","PrimitiveCollectionEqualityTest$7","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$7","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","244","5","265","6","0.98","2","2","2","0.909091","0.904762","20","19","1","0","0","1","4","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","11","10","1","0","0","0","1","0","1","0","3","3","0","3","0","22","22","1","0","0","0","3","0","3","0","5","5","0","5","0","0","0","40","0","1","0","0","0","0","27","0","1","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162177","PrimitiveCollectionEqualityTest$8","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$8","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","272","5","278","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162181","PrimitiveCollectionEqualityTest$9","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$9","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","282","5","288","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162189","PrimitiveCollectionEqualityTest$10","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$10","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","292","5","298","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162195","PrimitiveCollectionEqualityTest$11","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$11","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","302","5","308","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162204","PrimitiveCollectionEqualityTest$12","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$12","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","312","5","318","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162208","PrimitiveCollectionEqualityTest$13","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$13","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","322","5","328","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162212","PrimitiveCollectionEqualityTest$14","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$14","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","332","5","338","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162216","PrimitiveCollectionEqualityTest$15","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$15","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","342","5","348","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162225","PrimitiveCollectionEqualityTest$16","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$16","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","352","5","358","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162229","PrimitiveCollectionEqualityTest$17","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$17","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","362","5","368","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162238","PrimitiveCollectionEqualityTest$18","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$18","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","372","5","378","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162242","PrimitiveCollectionEqualityTest$19","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$19","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","382","5","388","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162251","PrimitiveCollectionEqualityTest$20","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$20","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","392","5","398","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162257","PrimitiveCollectionEqualityTest$21","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$21","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","402","5","408","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162264","PrimitiveCollectionEqualityTest$22","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$22","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","412","5","418","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162268","PrimitiveCollectionEqualityTest$23","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$23","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","422","5","428","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162277","PrimitiveCollectionEqualityTest$24","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$24","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","432","5","438","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162281","PrimitiveCollectionEqualityTest$25","org.neo4j.collection.primitive.hopscotch.PrimitiveCollectionEqualityTest$25","L161976","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveCollectionEqualityTest.java","442","5","448","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162408","PrimitiveLongIntMapRIT$AddAction","org.neo4j.collection.primitive.hopscotch.PrimitiveLongIntMapRIT$AddAction","L162332","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongIntMapRIT.java","171","5","249","6","0.248792","1","2","1","0.164557","0.169014","13","12","1","1","1","9","6","1","1","6","9","0","0","0","0","0","3","0","0","1","1","0","0","1","73","79","2","0","2","0","3","0","2","0","3","37","0","2","0","73","79","2","0","2","0","3","0","2","0","3","37","0","2","0","0","0","20","0","2","0","0","0","0","11","0","0","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L162403","PrimitiveLongIntMapRIT$RemoveAction","org.neo4j.collection.primitive.hopscotch.PrimitiveLongIntMapRIT$RemoveAction","L162332","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongIntMapRIT.java","251","5","313","6","0","0","0","0","0","0","0","0","1","1","1","8","5","1","1","5","8","0","0","0","0","0","3","0","0","1","1","0","0","1","57","63","1","0","1","0","3","0","2","0","3","26","0","2","0","57","63","1","0","1","0","3","0","2","0","3","26","0","2","0","0","0","9","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L162336","PrimitiveLongIntMapRIT$Maps","org.neo4j.collection.primitive.hopscotch.PrimitiveLongIntMapRIT$Maps","L162332","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongIntMapRIT.java","321","5","336","6","0","0","0","0","0","0","0","0","2","0","0","2","3","5","0","1","3","0","0","0","0","0","3","0","0","1","1","0","0","1","14","16","2","0","2","0","2","0","2","0","2","1","0","2","0","14","16","2","0","2","0","2","0","2","0","2","1","0","2","0","0","0","8","0","5","0","0","0","0","0","0","1","0","0","2","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L162613","PrimitiveLongObjectMapRIT$AddAction","org.neo4j.collection.primitive.hopscotch.PrimitiveLongObjectMapRIT$AddAction","L162548","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongObjectMapRIT.java","171","5","260","6","0.363431","2","5","2","0.322222","0.3375","29","27","1","2","2","11","6","1","1","6","9","0","0","0","0","0","3","0","0","1","1","0","0","1","83","90","2","0","2","0","3","0","2","0","3","40","0","2","0","83","90","2","0","2","0","3","0","2","0","3","40","0","2","0","0","0","21","0","2","0","0","0","0","12","0","0","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L162608","PrimitiveLongObjectMapRIT$RemoveAction","org.neo4j.collection.primitive.hopscotch.PrimitiveLongObjectMapRIT$RemoveAction","L162548","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongObjectMapRIT.java","262","5","334","6","0.250784","1","3","1","0.246575","0.269841","18","17","1","2","2","9","5","1","1","5","8","0","0","0","0","0","3","0","0","1","1","0","0","1","66","73","1","0","1","0","3","0","2","0","3","29","0","2","0","66","73","1","0","1","0","3","0","2","0","3","29","0","2","0","0","0","21","0","2","0","0","0","0","12","0","0","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L162552","PrimitiveLongObjectMapRIT$Maps","org.neo4j.collection.primitive.hopscotch.PrimitiveLongObjectMapRIT$Maps","L162548","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongObjectMapRIT.java","342","5","357","6","0","0","0","0","0","0","0","0","2","0","0","2","3","5","0","1","3","0","0","0","0","0","3","0","0","1","1","0","0","1","14","16","2","0","2","0","2","0","2","0","2","1","0","2","0","14","16","2","0","2","0","2","0","2","0","2","1","0","2","0","0","0","8","0","5","0","0","0","0","0","0","1","0","0","2","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L162715","PrimitiveLongSetRIT$AddAction","org.neo4j.collection.primitive.hopscotch.PrimitiveLongSetRIT$AddAction","L162650","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongSetRIT.java","167","5","220","6","0","0","0","0","0","0","0","0","1","1","1","8","5","1","1","4","7","0","0","0","0","0","3","0","0","1","1","0","0","1","49","54","1","0","1","0","3","0","2","0","3","21","0","2","0","49","54","1","0","1","0","3","0","2","0","3","21","0","2","0","0","0","9","3","3","0","0","0","0","0","0","0","0","0","1","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0"
"L162710","PrimitiveLongSetRIT$RemoveAction","org.neo4j.collection.primitive.hopscotch.PrimitiveLongSetRIT$RemoveAction","L162650","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongSetRIT.java","222","5","274","6","0","0","0","0","0","0","0","0","1","1","1","8","5","1","1","4","7","0","0","0","0","0","3","0","0","1","1","0","0","1","49","53","1","0","1","0","3","0","2","0","3","21","0","2","0","49","53","1","0","1","0","3","0","2","0","3","21","0","2","0","0","0","9","1","3","0","0","0","0","0","0","0","0","0","1","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"L162654","PrimitiveLongSetRIT$Sets","org.neo4j.collection.primitive.hopscotch.PrimitiveLongSetRIT$Sets","L162650","L103","community\primitive-collections\src\test\java\org\neo4j\collection\primitive\hopscotch\PrimitiveLongSetRIT.java","282","5","292","6","0","0","0","0","0","0","0","0","1","0","0","1","4","5","0","2","3","0","0","0","0","0","2","0","0","1","1","0","0","1","10","11","2","0","2","0","1","0","1","0","1","1","0","1","0","10","11","2","0","2","0","1","0","1","0","1","1","0","1","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L162833","Primitive$1","org.neo4j.collection.primitive.Primitive$1","L99749","L103","community\primitive-collections\src\main\java\org\neo4j\collection\primitive\Primitive.java","157","9","171","10","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","14","15","1","0","1","0","2","0","2","0","2","2","0","2","0","14","15","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162874","PrimitiveIntCollections$1","org.neo4j.collection.primitive.PrimitiveIntCollections$1","L100025","L103","community\primitive-collections\src\main\java\org\neo4j\collection\primitive\PrimitiveIntCollections.java","98","9","106","10","1","1","2","1","1","1","9","8","1","0","0","2","1","0","0","1","2","0","0","0","0","0","1","0","0","2","2","0","0","1","9","9","3","0","1","0","1","0","0","0","4","1","0","2","0","9","9","3","0","1","0","1","0","0","0","4","1","0","2","0","0","0","15","0","1","0","0","0","0","10","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162882","PrimitiveIntCollections$2","org.neo4j.collection.primitive.PrimitiveIntCollections$2","L162878","L103","community\primitive-collections\src\main\java\org\neo4j\collection\primitive\PrimitiveIntCollections.java","112","9","120","10","1","1","2","1","1","1","9","8","1","0","0","2","1","0","0","1","2","0","0","0","0","0","1","0","0","2","2","0","0","1","9","9","3","0","1","0","1","0","0","0","4","1","0","2","0","9","9","3","0","1","0","1","0","0","0","4","1","0","2","0","0","0","15","0","1","0","0","0","0","10","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162905","PrimitiveIntCollections$3","org.neo4j.collection.primitive.PrimitiveIntCollections$3","L162900","L103","community\primitive-collections\src\main\java\org\neo4j\collection\primitive\PrimitiveIntCollections.java","138","9","151","10","1","1","3","1","1","1","14","13","1","1","1","3","2","0","0","3","4","0","0","0","0","0","1","0","0","2","2","0","0","1","14","14","3","0","1","0","1","0","0","0","4","4","0","2","0","14","14","3","0","1","0","1","0","0","0","4","4","0","2","0","0","0","16","0","1","0","0","0","0","11","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162914","PrimitiveIntCollections$4","org.neo4j.collection.primitive.PrimitiveIntCollections$4","L162909","L103","community\primitive-collections\src\main\java\org\neo4j\collection\primitive\PrimitiveIntCollections.java","157","9","174","10","1","1","3","1","1","1","18","17","1","2","1","3","2","0","0","3","4","0","0","0","0","0","1","0","0","2","2","0","0","1","18","18","3","0","1","0","1","0","0","0","4","6","0","2","0","18","18","3","0","1","0","1","0","0","0","4","6","0","2","0","0","0","16","0","1","0","0","0","0","11","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L162946","PrimitiveIntCollections$5","org.neo4j.collection.primitive.PrimitiveIntCollections$5","L162937","L103","community\primitive-collections\src\main\java\org\neo4j\collection\primitive\PrimitiveIntCollections.java","245","9","251","10","1","1","1","1","1","1","7","7","1","0","0","1","2","0","0","1","2","0","0","0","0","0","2","0","0","3","4","0","0","1","8","7","3","0","0","0","1","0","1","0","6","1","0","4","0","8","7","3","0","0","0","1","0","1","0","6","1","0","4","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
