@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L131240","0","0","0","0","0","0","0","0","1","3","3","8","11","2","3","10","13","0","0.0185185","1","0","0","4","0.0185185","1","1","1","0","0","1","53","56","3","1","3","1","3","0","3","0","3","17","0","3","0","53","56","3","1","3","1","3","0","3","0","3","17","0","3","0","0","1","10","0","2","0","0","0","0","0","0","0","0","0","0","1","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L131234","0","0","0","0","0","0","0","0","1","1","1","6","3","2","4","1","4","0","0.0333333","1","0","0","4","0.0333333","1","1","1","0","0","1","29","32","2","1","2","1","3","0","3","0","3","8","0","3","0","29","32","2","1","2","1","3","0","3","0","3","8","0","3","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L131452","0","0","0","0","0","0","0","0","1","0","0","4","2","2","4","0","4","0","0","0","0","0","4","0","0","1","1","0","0","1","24","29","2","0","2","0","4","0","3","0","4","4","0","3","0","24","29","2","0","2","0","4","0","3","0","4","4","0","3","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L131468","0","0","0","0","0","0","0","0","1","0","0","3","3","2","5","1","4","0","0","0","0","0","3","0","0","1","1","0","0","1","22","26","3","0","3","0","3","0","2","0","3","5","0","2","0","22","26","3","0","3","0","3","0","2","0","3","5","0","2","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L131485","0","0","0","0","0","0","0","0","2","2","2","12","14","3","3","7","9","0.5","0.180723","15","14","1","1","0.170213","16","0","0","0","0","0","68","91","1","0","1","0","2","1","1","0","2","28","1","1","0","78","103","1","0","1","0","4","1","3","0","4","29","1","3","0","0","0","21","1","2","0","0","0","0","0","0","2","0","0","1","1","0","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","false"
"L131526","0","0","0","0","0","0","0","0","2","2","2","4","6","1","1","4","7","0.25","0.125","5","3","1","3","0.125","5","1","1","0","0","1","35","43","3","0","3","0","3","0","3","0","3","10","0","3","0","35","43","3","0","3","0","3","0","3","0","3","10","0","3","0","0","0","10","0","5","0","0","0","0","0","0","1","0","0","0","0","0","1","9","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L131510","0","0","0","0","0","0","0","0","1","2","2","10","7","2","3","7","9","0","0.0655738","4","0","0","3","0.0655738","4","1","1","0","0","1","57","68","5","0","5","0","2","0","2","0","2","28","0","2","0","57","68","5","0","5","0","2","0","2","0","2","28","0","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L131505","0","0","0","0","0","0","0","0","2","2","2","6","5","2","10","4","7","0","0.0540541","2","0","0","3","0.0540541","2","1","1","0","0","1","35","41","1","0","1","0","3","0","2","0","3","9","0","2","0","35","41","1","0","1","0","3","0","2","0","3","9","0","2","0","0","0","10","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L131521","0","0","0","0","0","0","0","0","1","1","1","6","5","2","6","3","6","0","0","0","0","0","3","0","0","1","1","0","0","1","33","37","3","0","3","0","3","0","2","0","3","8","0","2","0","33","37","3","0","3","0","3","0","2","0","3","8","0","2","0","0","0","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L131592","0","0","0","0","0","0","0","0","1","0","0","3","2","0","0","3","6","0","0.195652","9","0","0","4","0.195652","9","0","0","0","0","0","37","56","3","0","3","0","3","0","3","0","3","19","0","3","0","37","56","3","0","3","0","3","0","3","0","3","19","0","3","0","0","0","7","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L131605","0.387665","1","2","2","0.405063","0.4","32","20","1","0","0","4","3","0","0","4","8","0","0.190476","12","0","0","5","0.190476","12","0","0","0","0","0","51","79","4","0","4","0","4","0","4","0","4","28","0","4","0","51","79","4","0","4","0","4","0","4","0","4","28","0","4","0","0","0","30","0","6","0","0","0","0","19","0","0","0","0","0","0","0","2","11","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L131621","0","0","0","0","0","0","0","0","1","2","2","23","15","2","0","21","33","0","0.0214286","3","0","0","6","0.0213904","4","0","0","0","0","0","137","163","5","0","5","0","12","0","5","0","12","71","0","5","0","183","209","6","0","5","0","17","0","10","0","17","84","1","10","0","0","0","55","5","11","0","0","0","0","0","0","0","0","0","0","2","0","9","49","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","5","0","0","false"
"L131681","0.571429","1","2","2","0.431373","0.5","44","38","1","0","0","2","7","0","0","7","9","0","0.0722892","6","0","0","3","0.0722892","6","0","0","0","0","0","77","102","5","0","5","0","2","0","2","0","2","55","0","2","0","77","102","5","0","5","0","2","0","2","0","2","55","0","2","0","0","0","26","4","0","0","0","0","0","19","0","0","0","0","0","0","0","0","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","false"
"L131696","0.843902","4","12","12","0.728916","0.756098","121","93","1","1","1","10","3","0","0","6","15","0","0.0461538","6","0","0","10","0.0461538","6","0","0","0","0","0","124","166","2","0","2","0","9","0","9","0","9","78","0","9","0","124","166","2","0","2","0","9","0","9","0","9","78","0","9","0","0","0","74","10","32","0","0","0","0","53","0","0","0","0","0","0","0","2","21","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9","0","0","false"
"L131712","0.62069","2","6","4","0.55102","0.553846","54","36","1","1","1","7","4","0","0","6","11","0","0.185185","15","0","0","6","0.185185","15","0","0","0","0","0","66","98","3","0","3","0","5","0","5","0","5","31","0","5","0","66","98","3","0","3","0","5","0","5","0","5","31","0","5","0","0","0","42","2","6","0","0","0","0","29","0","0","0","0","0","0","0","1","13","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","false"
"L130899","0.485294","7","27","7","0.433333","0.461538","39","36","1","1","1","15","1","7","5","2","10","0","0","0","0","0","9","0","0","0","0","0","0","0","79","90","4","4","4","4","8","0","8","0","8","28","0","8","0","79","90","4","4","4","4","8","0","8","0","8","28","0","8","0","0","0","37","0","1","0","0","0","0","18","0","0","0","0","0","0","0","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L132201","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","9","8","0","0","0","0","1","0","1","0","1","2","0","1","0","9","8","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L132417","0","0","0","0","0","0","0","0","4","0","0","4","1","1","0","0","4","0","0.0416667","1","0","0","5","0.0416667","1","1","1","0","0","1","23","28","1","0","1","0","4","0","4","0","4","3","0","4","0","23","28","1","0","1","0","4","0","4","0","4","3","0","4","0","0","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L132866","0","0","0","0","0","0","0","0","1","2","2","5","1","1","2","1","3","0","0","0","0","0","2","0","0","1","1","0","0","1","28","30","2","0","1","0","2","0","1","0","2","8","1","1","0","28","30","2","0","1","0","2","0","1","0","2","8","1","1","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","false"
"L132953","0","0","0","0","0","0","0","0","1","0","0","3","3","2","1","1","4","0","0","0","0","0","2","0","0","0","0","0","0","0","18","21","2","0","2","0","3","0","1","0","3","3","0","1","0","18","21","2","0","2","0","3","0","1","0","3","3","0","1","0","0","0","9","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L132984","0","0","0","0","0","0","0","0","1","2","2","6","9","1","1","5","7","0","0","0","0","0","1","0","0","1","1","0","0","1","33","35","4","0","2","0","2","0","0","0","6","10","0","4","0","33","35","4","0","2","0","2","0","0","0","6","10","0","4","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L132924","0","0","0","0","0","0","0","0","1","3","3","8","10","3","0","6","10","0","0","0","0","0","3","0","0","1","1","2","2","1","34","38","1","0","1","0","4","0","2","0","4","12","0","2","0","34","38","1","0","1","0","4","0","2","0","4","12","0","2","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","false"
"L133430","0.176895","1","1","1","0.0793651","0.0925926","10","10","1","2","2","21","3","2","4","4","17","0","0","0","0","0","11","0","0","1","1","0","0","1","109","126","10","3","10","3","13","0","10","0","13","35","0","10","0","109","126","10","3","10","3","13","0","10","0","13","35","0","10","0","0","0","41","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","false"
"L133667","0","0","0","0","0","0","0","0","7","0","0","8","3","0","0","0","7","0","0","0","0","0","1","0","0","1","1","0","0","1","39","45","4","0","0","0","7","0","0","0","7","8","4","0","0","39","45","4","0","0","0","7","0","0","0","7","8","4","0","0","0","0","20","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L133687","0","0","0","0","0","0","0","0","7","0","0","7","2","0","0","0","7","0","0","0","0","0","1","0","0","1","1","0","0","1","38","44","4","0","0","0","7","0","0","0","7","7","4","0","0","38","44","4","0","0","0","7","0","0","0","7","7","4","0","0","0","0","20","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L133705","0","0","0","0","0","0","0","0","7","0","0","8","3","0","0","0","7","0","0","0","0","0","1","0","0","1","1","0","0","1","39","45","4","0","0","0","7","0","0","0","7","8","4","0","0","39","45","4","0","0","0","7","0","0","0","7","8","4","0","0","0","0","20","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L133720","0","0","0","0","0","0","0","0","7","0","0","7","2","0","0","0","7","0","0","0","0","0","1","0","0","1","1","0","0","1","38","44","4","0","0","0","7","0","0","0","7","7","4","0","0","38","44","4","0","0","0","7","0","0","0","7","7","4","0","0","0","0","20","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L133880","0","0","0","0","0","0","0","0","1","0","0","3","2","3","4","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","18","21","2","0","2","0","3","0","3","0","3","4","0","3","0","18","21","2","0","2","0","3","0","3","0","3","4","0","3","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L133900","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0.125","1","0","0","2","0.125","1","1","1","0","0","1","7","6","1","1","0","1","1","0","1","0","1","0","1","1","0","7","6","1","1","0","1","1","0","1","0","1","0","1","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L134043","0","0","0","0","0","0","0","0","3","2","1","5","1","1","0","1","4","0","0","0","0","0","4","0","0","0","0","0","0","0","32","34","0","0","0","0","3","0","3","0","3","10","0","3","0","32","34","0","0","0","0","3","0","3","0","3","10","0","3","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L134254","0","0","0","0","0","0","0","0","1","0","0","2","2","1","2","0","2","0","0","0","0","0","2","0","0","1","1","0","0","1","14","16","1","1","1","1","2","0","1","0","2","3","0","1","0","14","16","1","1","1","1","2","0","1","0","2","3","0","1","0","0","0","7","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L134416","0","0","0","0","0","0","0","0","1","0","0","2","4","1","2","1","3","0","0","0","0","0","3","0","0","1","1","0","0","1","14","16","1","1","1","1","2","0","2","0","2","3","0","2","0","14","16","1","1","1","1","2","0","2","0","2","3","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L134395","0","0","0","0","0","0","0","0","1","0","0","2","12","1","1","2","4","0","0","0","0","0","3","0","0","3","3","0","0","1","18","20","13","1","1","0","2","0","2","0","33","3","1","23","0","18","20","13","1","1","0","2","0","2","0","33","3","1","23","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","false"
"L134444","0","0","0","0","0","0","0","0","1","1","1","7","1","1","1","0","4","0","0","0","0","0","4","0","0","0","0","0","0","0","36","40","2","0","2","0","4","0","3","0","4","10","0","3","0","36","40","2","0","2","0","4","0","3","0","4","10","0","3","0","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L134677","0","0","0","0","0","0","0","0","4","0","0","4","2","0","0","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","22","25","0","0","0","0","4","0","4","0","4","3","0","4","0","22","25","0","0","0","0","4","0","4","0","4","3","0","4","0","0","0","12","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L134722","0","0","0","0","0","0","0","0","2","0","0","13","16","3","2","12","25","0","0.0135135","1","0","0","13","0.0135135","1","1","2","0","0","2","73","86","5","9","4","9","13","0","12","0","13","15","1","12","0","73","86","5","9","4","9","13","0","12","0","13","15","1","12","0","0","0","36","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","29","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L134763","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","3","3","0","0","1","8","7","5","4","0","0","1","0","0","0","41","1","0","26","1","8","7","5","4","0","0","1","0","0","0","41","1","0","26","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L134991","0","0","0","0","0","0","0","0","4","0","0","5","4","1","0","3","8","0","0","0","0","0","3","0","0","5","7","0","0","1","26","31","27","41","1","0","5","0","2","0","118","3","7","75","4","26","31","27","41","1","0","5","0","2","0","118","3","7","75","4","0","0","25","0","3","0","0","0","0","0","0","1","0","0","0","0","0","3","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","false"
"L134987","0","0","0","0","0","0","0","0","4","0","0","6","5","1","0","5","11","0","0","0","0","0","4","0","0","5","7","0","0","1","33","39","22","31","1","1","6","0","3","0","104","6","5","66","3","33","39","22","31","1","1","6","0","3","0","104","6","5","66","3","0","0","25","0","3","0","0","0","0","0","0","1","0","0","0","0","0","3","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","false"
"L134982","0","0","0","0","0","0","0","0","4","0","0","5","4","1","0","3","8","0","0","0","0","0","3","0","0","5","7","0","0","1","26","31","21","26","1","0","5","0","2","0","89","3","5","52","3","26","31","21","26","1","0","5","0","2","0","89","3","5","52","3","0","0","22","0","3","0","0","0","0","0","0","1","0","0","0","0","0","3","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","false"
"L135016","0","0","0","0","0","0","0","0","1","1","1","5","5","1","0","1","2","0","0.025641","1","1","0","2","0.025641","1","2","2","0","0","1","38","43","7","0","6","0","1","0","1","0","20","18","1","20","0","38","43","7","0","6","0","1","0","1","0","20","18","1","20","0","0","0","8","2","5","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","false"
"L135093","0","0","0","0","0","0","0","0","3","0","0","4","3","0","0","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","21","23","1","0","0","0","4","0","4","1","4","2","1","4","1","21","23","1","0","0","0","4","0","4","1","4","2","1","4","1","0","0","14","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135109","0","0","0","0","0","0","0","0","5","0","0","6","5","0","0","0","6","0","0","0","0","0","7","0","0","1","1","0","0","1","31","35","1","0","0","0","6","0","6","1","6","4","1","6","1","31","35","1","0","0","0","6","0","6","1","6","4","1","6","1","0","0","18","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135139","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135145","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135151","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135157","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135163","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","7","6","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135170","0","0","0","0","0","0","0","0","2","0","0","6","2","0","0","0","6","0","0","0","0","0","7","0","0","1","1","0","0","1","28","32","1","0","0","0","6","0","6","4","6","1","1","6","4","28","32","1","0","0","0","6","0","6","4","6","1","1","6","4","0","0","18","0","5","0","0","0","0","0","0","1","0","0","0","0","0","5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135194","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","8","7","1","0","0","0","1","0","1","0","1","1","1","1","0","8","7","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L135311","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","8","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L135320","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","1","0.0238095","1","4","5","0","0","1","9","8","51","10","0","0","1","0","0","0","73","1","1","32","0","41","48","57","16","1","0","3","1","1","0","84","14","2","42","0","0","0","22","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","false"
"L135464","0","0","0","0","0","0","0","0","2","4","4","7","1","0","0","0","2","0","0.0952381","4","0","0","3","0.0952381","4","0","0","0","0","0","38","44","0","0","0","0","2","0","2","0","2","13","0","2","0","38","44","0","0","0","0","2","0","2","0","2","13","0","2","0","0","0","10","0","1","0","0","0","0","0","0","1","0","2","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
